UNK 101011
emotionally 1001011110111001101
enabling 1001010010011111110110000101100000011
enters 0100011011011101110110011
equilibrium 1001010010011010111111100100011011
erect 1001011001100111101110000100000
ethnic 100101001001010111000001110
evaluate 10010100100101011100000111100011
exaggerated 100101001001101011111110010001100
exerted 10011011011010010001111001001100
expand 100111001111000
experimentation 1001011101100111000000110111
explaining 100100111000100001
familiarity 100101110100011010
fearful 01110011111111010100010
fiat 010111010001001001
fictional 10010100100111111010010101001
files 100101101010111001010
fits 1001011100011101010
fond 000100110100100
forcing 10010100100100101011101
foreigners 10010100111000000100111
frankly 10110001111000000100100
frieze 01010010110100000
fur 0101111111001000001100100
fusion 1011000000101010011
garibaldi 1001000010010010111
gentile 10111110100000101110001000110011
gifted 100001000110000011
glendora 01011101010010000100101
globe 100101001110010101101001000000010
gop 100101001111101111000001000000
gospel 00001110010011011
gossip 0111001011111
graduated 1001010110111010000
grandma 0101110101001000010011
greene 100100110101100110100
grin 0001000100
guaranteed 1001010010011000101110111101001000111110
handful 1000011111010
handicapped 100101011011101001
handy 0101001011010001
hart 101111100010110011110011
helen 10010011011101101000001100011011111010
hino 10111111011111111011
hormone 10010100100110101111111001000111
hull 1010011101000010100
hut 1011000111100000010011
hymen 10010001011101000100100011101
ideology 1001010001000001001011
idle 10111110100000101110001000111
illustrations 10010111000000001111011000000
imaginative 0101000111110011011
imperial 100101000100000100100
implicit 1001000101110100010010001111
imply 100100010111010001001000110
incest 10010011001001111101011101
incomplete 10011011101111011010001100100001011001
incorporated 10000100011000001010010
indiana 10111110001011001111000
induced 100101100110011110111000010000100
inhabitants 1001011100000000111101100001
inquirer 1010010001111101110110
insane 01110011001011011110
insert 010001101101110111011000
inspector 011100011010010111010011101000
integral 1001010010011111100011110001100010100
invariant 100101100110011110111000010001
invented 101001000111110111010
inventories 100101001001111100101011
investigators 100101110110011100000010
involvement 100101001111100100110100111011111110
ireland 10110101011011010101011110011010011000011101100
ironic 10010011001111101011011111
journalism 100100101001001000111
lafayette 1001010011100000010010
lantern 10011011110000
lasting 0100010110101001000100010
lester 1011010101101101010101111001101001100001110111
leveled 1001101100010101111001001
lime 01010110010111111110101
linguist 111010001
litigation 10010001011101000100100010
lou 1011111010000010111000100010
lowest 100110110001010111100101
lucille 1011001000100010000010110
ludie 0101110100101101110
malraux 10010001010100010011010
manifold 100110110110100100011110010010
map 1001010011101011101011000001
maps 1001000101110100010010000
matches 0100001011100011011101100110100
mays 1011111010000010111000100011001011
mcclellan 100100010111010001001001
media 100101001100111101111011001000110
methodist 1001010011111110101100110010001110
ministry 100101001111111010110011001000110
minnesota 10010100111001010110100100000000
miserable 0111001111111101010000
mix 010000101110001101110110011011
modernization 100101001001111101100011100
modified 1001000100000101001001011001100
monitoring 101100011110000001000
monstrous 10010011000110101
moonlight 101010001111000000010
mutually 100101001001111111011000010110000000
mythological 10010001011101000100101
nam 1001010011100101011010010000001
nazi 101101010110110101010111100110100110000111011011001011110110
necessities 1001000111010100110
nighttime 10010100100110000100101010111
nonsense 100000001011010011011001
nuclei 100110111011110110100011001000010111
null 1001011001100111101110000101
nursery 000101000110110
objected 100101001110010101101001000001
objections 010111010100100001000
observing 10010011100010001
oersted 0000111001001100
oklahoma 0111010100101010001100
omitted 10010100010000010011
opponents 10010000111011110
opposing 1001010010011010111111100100010
ordering 10010100111110010011010011101111110
ordinarily 01001101110101111010
outset 10111010011
owns 10010100111110111100000100001
packard 01110010110000011011111
painters 101001000111110111011100101101
pansies 00010010010101101
par 0111010100101010001101100010101101
paramagnetic 10010110101011100100
participated 011100101110
patch 101101010110110101010111100110100110000111010
pension 1011111101111111100
pentagon 0001001011111110110
pepper 01000010111000110111011001100
perceive 1001000110011110000010000101100
performers 100100110111011010000011000110110
permanently 1011111000101100111101
phosphor 10010111011001110000000
piepsam 100101110001110100
pint 010000111010010110110101110100101000
planners 10101000111100000000
plasma 10011000011110100100
politician 0111000110100101110100111010010111
portable 00010000001
posture 1001001100100111110101111
praised 10010011010110011011
prayers 10010100111111101011001100100010
privately 10010111010001100
proclaim 10100100011111011100
programing 100101001001111111000100111111
progressed 101001110100001011
prohibition 00010000110101100100
promoting 100101001001100010111011110100100011110
propose 100100011010101
protested 10111111000100001
purple 0101111111001000001100101111
rabbi 101100101101101
radically 100100010000010100100101101
rebellion 1001000101110100010011
receiver 10010100100111111100010011110
refrigeration 100100001001001010
relieve 1001010011111110101100110010000
rely 1000011011101101
remedy 1000111111011
remembers 1001011101000111
repetition 100101110010010010101101001
resemblance 101111001111011001
resident 1010100011110000001
resolve 10010100100111111101100001011000001
restless 011100110010110110
restrained 10011011000101011110011
reviewed 100001100101011011010
roar 010110100011000110
rockets 10100111010000101010011001
rocking 100100110010011111010110
romance 0111011111001011
rounds 011101010010101000110111
rug 01010110010111111110100101
safely 01110001101001011101001110101
sally 01110001101001011101001110100100
satisfying 01110011001011010
scotland 100101001111111010110011001001
scream 0001001001010111
sealed 10011011011010010001111001000
sector 101101100111000001010000
sells 01000011101001011011010111010010101
sentences 000011100100111
separately 00011000111101
shades 01011111011101001
shattered 1011111100010000000
shy 101101101101111001101001
sincerity 100000001011010011010
singers 10010011011101101000001100011011111011111010000
sinister 1001000101010001001100
sisters 101001000111110111011100101100011010
skeletal 1011000011011110
slice 0100001011100011011101100111
slightest 0010001000100
smallest 1001101101000010011000001
solidarity 10010100100110011001000
solids 10010100110011110111101100100010
sox 1011111010000010111000100011000
specimens 10011011101111011010001100100001010
spectators 011101010010101000111
spokesman 100100011001111000001000010111
spokesmen 10111110100000101110001001
sprang 10010100011101010
spur 011100111111110101001
squares 100101001001101011111110010001101010
stability 1000010101100110000
standpoint 1001010010011110000111
statewide 10111111100000011100000
static 10010111001001001010110101
statute 100101001001111110001111000110001011
statutory 10010100100111111000111100011000100
steep 01011101011011000111
stimulation 0100110111010110
streetcar 010100101101001
subsection 100101001001111111001101111011
suburb 101000000010001
suggesting 10010100100111110110001111
sunny 01011101011100000100011011
supplying 1001010010011111110110000101100001
survivors 100101111011100110001
suspicious 0001000011010110011
sweeping 0101101000110001111
tappets 10110110011100000101001
taxed 100101110000000011110110001
tempted 1001001100111110101101110
thayer 100101001001111111011000010110001
therapeutic 10010111000000001111011001
tips 1011000000101010010110
tissues 1001101110111101101000110010000100
toilet 0101111101110101
ton 10010100100110001011101111010010001111111001111011000
tory 011100001110010010
tower 01000110110111011101101
transparent 0101111101110100000
tribune 101111100010110011111
tries 10110101011011010101011110011010011000011100
truman 1011111100010001
tub 0101110111101
tumbled 0101100011110111001
un 0001000010001101011
unaware 1001010011111001001101001110111110
understandable 1001000000111110
undertake 101001000111110110
undue 0100001110100101101101011101001011
unfair 01101111101011
unlimited 11010111000100001
utter 011100010011010010
vigorously 10010100100110001011101111010010001110
virus 100110111011110110100011001000011
visitor 1011011011011110011011
vocabulary 100101101110110
walks 010100011111001100
waving 0101101000110000
wires 1011010101101101010101111001101001100001111
witnessed 100101011111000100
wtv 10011011101111011010001100100000
yale 1001000011101110
youngest 0111000110100101110100111011
absorption 101010001111000001
accounting 100110111011110110100011001000010110001
acknowledge 1000010010111
acknowledged 1001010010011111110001001110
acquainted 10010100111111101011001100101
actively 0101011001011111111011
ad 1011011101110101
adjacent 1001010010011000010010101010
adolescent 10010100100111111101100001011001
advisers 10010111100101111011
affirm 100100010101000100111
agers 101101111101101100
andrew 10111110001011001110
andrus 011100011010010111010011100
antibody 1001101110111101101000110010001
antigen 100110111011110110100011001001
antique 010001011010100100010000
ardent 10010001010100010010
aspirations 10010100111101001101000100
atlas 10100111010000100
attendance 100110110100001001100001
attendant 10010010100100100010
attributes 1001010010011111100011110001100011
babies 000100100101010
bake 1011111110000001110001
ballot 1001010011111011110000010001
baptized 100100010100001000111100
bastard 01011101011001100
beds 01011101010010000101
beethoven 1001001101110110100000110001100
benjamin 10110010001000100000100
bits 100110000111101001010
blades 0101110101110000010001100
blew 101101010110110101010111100110100110000110
blindness 10010001100111100000100001010
blocked 100101001111100100110100111011110
bloom 100100001110110
boil 1001010010011111011000110
borders 1001010011110100110100011
brassnose 00010011001110010001
breaks 1001000001101110010
bryan 100100110011111010110110
bubble 000100001000110100
butt 01000101101010010001001
cab 01011101000100101
calculation 10000000101101001100
cane 0100001011100011011101101
canyon 10100000001001
cappy 000100101111111010
carryover 100101001001111110001111000110000
cavity 0100010110101001000101
ceased 10000100000001001010111
challenging 000100001101011000
choices 100101001111010011010000
chris 010111010111000001000111
churchill 101111110001001
cigarettes 010000101110001101110111
clergy 10010100100111111000111100011001
climb 01010111110000010
coatings 010001101101110111010
coincide 10010110011001111011100000
collaboration 1001110011111
combustion 10011011010000100110001
comfortably 10000011010
compact 10110101011011010101011110011010011000010
compounded 1001011110010111100
congolese 1001010011101111010110101100
consciously 100101011011101000111
construct 1001011001100111101110001
consultant 100101001001111000010
contended 1011010101101101010101111001101001100000
contraction 100110110110100100011110010011011
controversial 100101001001100001001010100
convert 010000111010010110110101110100100
cooler 00010010111111100
cooper 1001001101011001100
correspondent 01110001101001011101001111
couch 0101110101001000011
counting 00010010111111101110
crashed 01000000110011100
credited 1011001101
crest 0100000011001111
crossroads 1011101000
crowds 100100011101010010
cultures 10010111111011010
currency 1001010010011111110011011111
daring 0111000110100101110100110
deaf 10010101101110101
debts 1011001000100010000011
decides 1011011001110000010101
deciding 1001010111110000
deduct 10010001110101000
deduction 100101001001111111000100110
defenses 100001101110111
deficit 1001010010011000101110111101001000110
delphine 10110001111000000101
demographic 01010100010101010111101
dental 100101001110111101011010111
dentist 101100100010001000000
dependence 1001101101101001000111100101
deserve 100000100111010010
deserved 01110000111001001101
detached 01000110110111011100
detected 10011011101111011010001100101
dialogue 0001001110100100001
dialysis 1001101110111101101000110011
dies 01010010110101
dill 01110011111111010101
dimly 101101110111011
discount 100100000110111000
distinctly 10110010001000100001
dolls 0111001011000001101110
downstairs 010111010100100000
durable 10010000100100100
dwight 10010100111001010110100100001
earl 01110001001101000
eaten 0100001110100101101101011101001010011
effected 100011111100
egg 01000011101001011011010111010011
elevator 0001100011111
employ 1001011111101100
enabled 10000010011101000
enacted 1001010010011111110011011110101
entertaining 1000011001010110111
episode 0101001011011
equality 10010100111110010011010011101110
essex 1011001000100010001
everyday 101101010110110101010111100110100110001
evidenced 1001011100100100101011011
expended 1001010010011111110110000101101
explore 1110100001
extends 100110111011110110100011000
faithful 01010001111100111
fashionable 00010000110101101
favorites 10010000111010
feathertop 00010000100011011
feeds 100101001001100010111011110100100010
fifties 10000110010101101101111
flies 010110001111011101
floating 010000001100110
floors 0101011001011111110
fluorescence 10011011101111011010001101
focused 0111001100101100
foliage 1101011100010001
foremost 10111100010
formulaic 100100110111011010000011000111
fox 0111000011100101
freed 0101010001010101011111
frowning 0001001100111001001
fulfillment 1001000011100
functioning 1001000110011110000010000100
furiously 0111000100110101
gabriel 1010011101000011
garry 1000010000000100101010
gasoline 0100001110100101101101011101000
gauge 010000001100111010000111010
gaze 000100110011100101
grandfather 101000000010000001
grey 01011111110010000011000
grill 010000111010010110110101110101
gripped 010011011101010
guam 10010100100110001011101111010010000
guerrilla 100101001110000001000
hairs 01011101011100000100010
halted 010111010101110110110
hardened 100101110010010010101101000010
harsh 010101000101010101110
harvest 10110101011011010101011110011010011001
hazard 0001000011010111
herbert 01110101001010100010
hetman 100101001111101111000001001
holidays 0001011110
hollow 1001000100000101001001010
honestly 100001000000010010100
honorable 10010001101011
hopeful 100100011001111000001000011
housed 001000100011
howe 100100110101100111
icy 01011101010111011010
ignorant 000100111010010001
impulses 100100001111
incentive 1001001100011011
independently 1001011100000000111101101
indictment 10111111000101
individualism 10010001100111100000100000
infrared 100110110110100100011110011
initiated 100101111110111
inning 0101110100101101111000
insoluble 1001101110111101101000111
inspect 011011111011
installation 1001010010011001100101
instituted 1001010011110100110101
intellectuals 100101001111010011011
interpretations 100101011111001
intersections 100101100110011110111001
interviewed 10110111110110111
irony 1001000110011110000010001
jerked 011100011010010111010010
joel 011100101100000110110
joints 01000101101010010001000110
ken 011100110010111
kicking 10110101011011010101011110011010011000011101101100101111011100
korea 1001010011100101011010010001
landlord 1011011111011010
lasted 01001101110100
lately 100100010000010100100100
layer 10011011011010010001111000
laying 0101110101101100010
leaf 01011000111101110001111001
lens 0101011111000000
lighter 0100110111011
limp 010111011111
liquidation 1001010010011111100011110001101
logically 1001010011001111011110110010000
loosely 01000101101010010000
louder 00100010000
lousy 100000001011010010
luminous 1001011101100111000001
lumumba 10010100111000000101
lyric 1001001010010010000
magical 1001010011111001001101001110110
maids 010111111100100000110011
maker 10010100100111110110001110100
manned 10100111010001
maria 010100011111000
max 01110001101001011101000
mcfeeley 1011010101101101010101111001101001101
meantime 100001100101011010
meats 01000011101001011011010111011
meltzer 00001110010010
mercenaries 1001010011100000011
metaphysics 100101000100000101
mexicans 100001010011000100
microorganisms 1001000101010001000
mimesis 100100011001111000001001
mineral 1001010010011000101110111101001001
mining 101100000010101000
ministers 10000010011101001100
molded 11010111000100000101
monroe 10010100111011110101101010
monsieur 011100001110011
murders 10110111011100
nazis 101101100111000001011
nearing 101100001101110
neglect 100101001111100100110100111010
nerve 100001101000
nigger 1011000111100000011
nilpotent 10010110011001111011101
ninety 100101001001100010111011110100101
nitrogen 100110110110100100011111
nod 0111000110100101110101
nomination 10010100111110111100000101
nowadays 1001000111010101
ominous 01110000111000
organ 00010010010100
outline 010111110111011
overall 100101110100010
palazzo 01010001111101
paradise 10010001010000100011111
paragraph 0000111001000
parochial 1001001110001001
passionate 01110011001010
passions 10000110111010
patrolman 0101110100010011
pearson 1011011101111
peasants 101101010110110101010111100110100111
perceived 10010111001001001010110100000
persians 100100110001100
phony 011100100111111
pirates 101111101000001011100010000
pleading 10010100111110010011010011100
plow 101100011110000000
poised 10110101011011010101011110011010010
poles 1001010011111011110000011
pops 011100011010010111011
populated 1010000000101
porous 10011011011010010001110
pray 1001000101000010001110
prayed 100100010100001000110
premium 100001101101000
presumed 10010100100110001011101111010011
pretending 00010100011010
privacy 110101110001001
proceeding 10010100100110000100101011
processed 1001011100100100101011010001
promoted 1001010010011111101001010101
provinces 100101001001101011111110010000
ptolemaic 1001100001111010011
purdew 10110001111000001
purity 0101000111111
quaint 010110100011001
raced 01011101001011010
railway 01110010011110
reacted 1001101111001
realizing 10000101011001101
recalls 0110001100101
requested 100101001110111101011011
resort 000110001110
restaurants 0100001110100101101101011100
resultant 0100011011011101111
retention 100101001100111101111011001001
rhythms 10010011011101101000001100010
ribbon 1001101101000010011001
richardson 100101001110010101101001001
richmond 10000110010101100
riders 010111010010110111101
rival 100100000011110
rockefeller 10010100111011110101100
russell 101000000011
sadly 0111001111111101011
sail 100101110010010010101100
salesman 101101101101111001100
saloon 100001001010
sansom 10010011001001111101010
scratching 010111101011100
secant 1001011001100111101111
selkirk 10000100000001001011
sermon 000011100101
settlers 1000010000000100100
shelf 1001000010010011
shelley 1001001101110110100000110000
silk 0101111111001000001101
sixteenth 100101000111010110
sizes 1001011010101110011
skies 0101110101110000010000
smoothly 01011101110
snap 0001001001011
sodium 1001010011001111011110110011
solemn 1011010101101101010101111001101000
someday 100101001001111110001111000111
sorts 10000101110
soviets 10010100111010111010110000000
spark 01011010001101
staggered 101100100010001001
statesman 10010010100100101
stereo 100100110111011010000011001
stereotype 1000011101000111
stockade 0101010001010101010
stones 101101010110110101010111100110100110000111011011000
stray 0111001100100
strengthening 100101111001011111
strokes 0111010100101010000
stubborn 10000000101101000
successive 10111100101
summit 10010100111001010110100101
supposedly 1001101101101001000110
surveys 1001010010010101110000010
suspension 100110110100001001101
swallowed 011100111111110100
switzerland 1001010011100101011010011
swollen 01011110101111
synthetic 100101001100111101111011000
tank 10011100111101
tar 1000000010110101
technicians 1001010011101111010111
temper 101101010110110101010111100110101
temptation 011100100010110
tenure 1000001100
terminal 010101100101111110
terminate 10010100100111111010010100
theatrical 10110101011011010101011110011011
therapy 10010001000001010010011
thirds 101100000010101001011110
thy 10010001010000100010
tilted 010000111010010110110101111
tin 0100001011100011011100
tires 00011000110
titled 10010100111101001100
torrio 01110001101001011100
tourists 000100001000110101000
traced 100001110100010
tracks 101111111000000111001
trailers 100101110000000011110111
transferor 10010100100111111000111100010
tribes 1010010001111101111
trigger 01011101111001
trot 0101110110
trujillo 01100011001001
turkish 010111111100100000111
turmoil 1001011110010110
twins 01011010001100010
unadjusted 100101001001100010111011110101
undergoing 100110110110100100010
unlocked 01011101010010001
unstructured 100101001001001010110
unwed 100101001001111111011000010111
urgency 01110011111111011
vapor 10011011011010010000
vessels 1001000100000101001000
villages 11010111000101
violently 10110111011101000
watercolor 100101001110111101010
wayne 011101111100100
wealthy 10110010110111
welcomed 0001010001100
whipped 010000101110001101110110010
whisper 1011000111100001
whoever 10010100100111111100110111100
winchester 010101000101010100
wrinkled 010000101110001101111
yang 10010100100110101111111001000110100
yearly 1001011100100100101010
yielded 1001010010011000010010100
youthful 10010000011011101
accumulation 1001000001101111
acquiring 1001010010011111100011110000
acreage 1000001001110101
acrylic 100111001110
adjusting 10010111010000
adopting 100001000000010011
adverse 10010111000000001111010
aerator 0100000011000
afforded 100101111001010
agreeable 10010100100111111101100001010
agrees 100101001001111111001101110
aided 100000110111
airplane 10101000111100001
albany 10010011001111101011010
alternate 0101100011110110
amazed 0101110101100111
ambiguity 100101110010010010100
angles 1011011001110000011
anglican 100101001111111010110011000
anticipate 1001010011111001001101001111
appetite 010011011100
appreciated 01110111110011
apprehension 0111001111111100
appropriated 10010100100111111100110110
approximate 100101101010111000
archaeology 010000001101
arched 0101110101001001
architecture 10000100000001000
arising 1001010010011111110011010
array 01000011101001011011010110
artillery 10010100111010111010110001
ash 1011010101101101010101111001100
assemblies 1000011001010111
assistants 1001011110011
australia 100101001110010101101000
autonomic 1001011100000000111100
avoiding 100100000110110
awkward 01110010001010
bands 101101010110110101010111100111
barbed 010101111100001
barnett 10110101011011010101011110010
baroque 010100101100
bee 1001010001000001000
beg 0001001101010
beneficial 100101001111100100110100110
blankets 11101001
blond 01011111110010000010
boredom 0111011111000
boulevard 010111010001000
breast 1101011100011
bronze 010111010111000001001
brumidi 01010010111
burial 01010110010111110
buys 101101100111000000
calcium 100110000111101000
calendars 1011111111101
calf 0100010110101001001
calmly 000100101111110
carriage 0111001001111100
carriers 0100011011011101110111
catastrophe 1001010001110100
cement 010101100101111111100
census 10010111000111011
chambers 10010100100111100000
cheaper 0100001110100101101101010
childish 10110110110111100111
choosing 100000001011011
chronic 10011000011110101
civilized 1001010001000000
claude 10100000000
cliff 010001101101110110
climbing 00010111110
coexistence 1000010000000101
cohesive 01000110110111010
coincidence 0010001001
commanding 1001010010011111101001011
commercially 10010111001001001011
commissions 10010011100010000000
communion 10010100111111101011001101
compartment 010000111010010110110100
complain 1011001011010
compound 01000010111000110110
comprise 100101001001010111000000
computing 1001011010101111
conceded 1001011100100100100
conceivable 10010000001110
concentrate 0101011001011110
concerto 10010011011101101000001101
conclusive 1011110011110111
confess 100100010100001001
congruence 100101100110011110110
constituted 1010000001
constitutes 100100111000101
consult 10110010001000101
contrasting 1011111100011
contrasts 101111001111010
convincing 10011011010000100111
cooperate 1001010011101011101011001
counterparts 101101111101100
crawl 0101101000111
crept 010111010100101
criteria 1000010101100111
criterion 01110011000
criticisms 100101110110011100001
crombie 011100010011011
cubism 1001010010011110001
cult 10000110110101
curiously 011100111111111
curse 00001110011
cursed 01110011111110
cylindrical 100110110110100101
dash 0100001011100011010
declares 100100010101000101
deductions 10010100100110001011101111011
deficiency 110101110000
del 01010001110
delegation 100100010111010001000
depressed 1001011101001
descent 10010001011101000101
develops 100000111
dillon 10010100100111111100010010
disagreement 100101001001100001001011
disappear 001000101
disarmament 10010100111001010110101
disciplined 100000100111011
discrepancy 10011011000101011111
disguised 1011010101101101010101111000
disliked 100100001001000
distorted 1001100001111011
dodge 10100100011111010
dominance 10011011011010011
dose 1001010010010010101111
dots 10110000110110
doubled 0101110101011101100
dozens 1001001010010011
drastic 100101001110101110101101
dreaming 00010011101001001
drifting 011101010010101001
drum 00100011
duke 1001010010011100
duration 01001101111
dylan 10010011010110010
easter 10111100111101101
eccentric 100101001001111110100100
economically 10000010011100
edwin 1001010011100101011011
eighty 10111110100000101110000
electrons 100110000111100
elemental 100101001001111110001111001
elevated 1001010010011111110110000100
eloquent 1001010011110100111
embarrassing 10010100111110010011010010
enclosed 01010110010111111111
endured 1001000110100
energetic 1001010010010010100
energies 1001010011111110101100111
enlisted 1110101
ensemble 1001001101110110100000111
entertained 100001100101010
entities 100101111011100111
enzymes 10010000100101
epidemic 1011111000101100110
equitable 100101110000000011111
evaluated 10010100111010111010111
eventual 100101110010010011
exert 1001010010011010111111100101
expectation 1001101101101000
expenditure 10010100111011110100
explored 10010100110011110111101101
exports 10010100100111110110000
facility 1001000000110
fatigue 10011100110
ferry 1010010001111100
finite 10010110011001111010
fixing 101101010110110101010111101
flush 0100011011011100
foregoing 1001101101000010010
formulated 10010100100111111010011
formulations 1001010011001111011110111
forthcoming 1000000010110100111
framework 100101001001100110011
frantic 1010100011110001
freeman 1001001101011000
frighten 01110010110000011010
frustration 100101000100001
fulfilled 10010100111101001101001
furnace 10010100100110011000
generated 010111010101110111
ghetto 01011101010111010
ghost 01011101010011
gifts 111011
glaze 010001011010100100011
goddamn 0000111000
graduation 1001010110111011
grasped 10010110010101
greatness 1001000010011
grimly 0001001100111000
gymnastics 10000100011000000
hampshire 101111100010110010
happier 1000001001111
hardest 010101100101110
hardware 10000101001100011
herald 1011111000101101
hesperus 00010011001110011
hideous 10110001111001
hillsboro 100101001100111101111010
hiroshima 00010011010011
histories 10010111000000001110
hogan 0101110101000
honeymoon 0101111111001000000
hong 101101110110
hub 0001100010
improves 1001010010011000101110111100
incapable 100101001111010010
incidents 1001010011111001001101000
indifferent 01100011000
infancy 100101001001111111011000011
infant 0001000001
injuries 10110101011011010101011111
inorganic 10010100110011110111100
instrumental 1001011100000000110
integrated 100100000010
intelligible 10011000011111
interim 101111111111
interpret 10010111011001110001
introduce 101001000111111
invested 1001010010011111011001
investigate 10110000001010101
invite 1001011100011100
jastrow 0111001011000001100
jimmy 000101110
juice 01000010111000110111010
keen 1001010011101011101010
kehl 10010111001001000
kong 10110111010
korean 100101001110000000
kremlin 10010100111001010111
leisure 100100110010011111011
lengthy 100110111101
liking 011101111101
limiting 10010000011011100111
linguists 101100101010
loading 1001010011001111011111
locally 10010100111110111100001
locating 100101110000000010
log 01010100010101010110
magnum 010001011010100101
mahayana 100101001111100100110101
mahzeer 01010110010110
mainland 1011010101101101010101110
manufactured 1001010010011111101000
marines 101101110111010011001
marking 100100101001000
marvelous 11100
maxwell 011100001111
mcbride 010111010110110000
mckinley 101101101101111000
memorable 100100110111011010000010
meters 100110110100001000
michael 101111100010111
midwest 11010111001
militia 1011111101111110
mill 100101001001111101101
misunderstanding 011100100011
ml 100110111011110110100010
moist 101010001111001
moritz 101101010110110101010110
mortar 010001101101111
motivation 100101011011100
mound 1011001000100011
mounting 0101011111001
muffled 1011000111101
nailed 0101011001010
narrator 1001001100010
natives 1000010100110000
necessitated 10010100100111110111
needless 0001001110100101
nominal 10010101111101
noticeable 10111100111100
nucleus 100101001111111010110010
obtainable 100101101010110
occupational 1001010011110101
odyssey 10010011011101101000000
oregon 10111111011111110
oriented 100101001111010011010001011111110011011011110101011100001001101100
orioles 101111101000001011100011
outcomes 0110111111
overt 10010100100110000100100
paced 01000110110110
paradoxically 1001000101110100011
parish 10010100111111101011000
partial 1001011111100
paso 1001100001110
passive 10110111110111
pavement 01011101011011001
perfection 10010001100111100000101
phillips 0001000010001100
philosophic 01110101001010101
photographic 1001000110011110000011
pituitary 1001000100000101000
planted 010110001111010
plea 10010000110
plowing 01110111111
plymouth 01011101000101
pohl 01010100010101011
politically 1001000001100
pollen 01000011101001011011011
poorly 101100100010000
portions 100101001111011
pose 000100001101010
posse 010111000
possessions 1001011001011
posted 1001011100100101
postwar 10010111000000000
poultry 1010011101001
preacher 1001001100111110101100
prejudice 10110101011011010101010
preoccupied 010110100010
presbyterian 1001010011111110101101
preserves 1001011101100111001
presidency 10111111100000011101
prompt 1001010111111
proprietor 010111111100100001
protestantism 1001010011111110101100110011
protests 1000010001100001
proven 100101001001101011111110011
psychologists 100100011101011
publishers 100101001111101111000000
pulley 10001111111
pump 011100100110
quantities 10010100100110101111111000
quint 000100111010011
quo 100101001111111010111
rabbit 0111001111110
rake 0100011011010
reconstruction 10010100100101011100001
recordings 1001010010011111010
recover 10010100100111111100111
reef 100001010011001
regretted 1000011011011
rejection 100101001001111110100101011
rejects 100101110110011101
render 1001010010011000010011
rendering 100100110011111010111
repaired 100001010110010
respected 10000101001101
restoration 10010100100111111000111101
restraint 1001010010011000101110111101000
restrict 100100010000010101
retain 1001010010011111100011111
reunion 1000010110
revealing 1011100101001
rhythmic 1011110011111
ribs 01011111110010001
rolls 10111110001010
ross 100101110001111
rotating 10011011010000101
rotation 1001101100010101110
rubbing 0100110110
sanction 100100010111010000
sanitation 100100001000
satisfactorily 1001101110111101101001
schoolhouse 0101111010110
script 101111110000
scriptures 10010001010000101
sculpture 011100111110
secured 01000101101010011
settling 10010100110011110111101100101
seventeenth 100101000111011
sexes 10010001011101001
shaft 1011000011010
shaken 1011111010000010111001
shed 0001001001010110010011010010001100000
shifting 100101111111
shivering 0101110101011100
showmanship 100110110001010110
sigh 101111001110
sleeve 011100011010010110
sliding 011100101100000111
smiles 0101111111001001
snatched 01110001101001010
sociological 10010011000111
sometime 10101000111101
spaces 101101010110110101011
specify 10010110101010
spelman 010100010
spinning 0101010001010100
spit 000101000111
sprawled 010111010101111
squarely 100101001001001011
squeeze 0100010110101000
strained 010111101010
streams 10010100100101011100000110
strenuous 10110110110111101
strict 1011011011011111
subdivision 1011000000101011
subsequently 1010100011111
surgeon 101100011111
swelling 00010010011
symbolized 1001010010011010111111101
szold 101100000010100
taliesin 000110000
taxation 10000101011000
taxpayer 10110110011100001
teaches 1001001010011
tear 01110001001100
tender 1011011001110001
testified 1011011100
theaters 1001010010010101110001
thereto 1001010010011111110010
thirteen 1011111110000001111
thoughtful 10010001010100011
threaten 100101001110111100
tide 010101100100
timing 10010001000001010010010111
timothy 0111010100101011
tomb 010100011110
tony 00010000100010
towels 010111111100101
towering 010001101100
toys 0101001010
trailer 011100110011
transfers 10010100100111111000110
treating 100110111011110110101
treatments 10011011101111011011
trivial 01110010000
tropical 1101011101
trusted 100100011011
twisting 01110011110
tyranny 010101000101011
unanimously 10110000001011
undergraduate 10010101101111
underneath 0111000110100100
unexpectedly 10010011001111101010
unified 1001001100111110100
uniformity 10111111110
unprecedented 01000110111
unquestionably 011101010010100
unusually 101111111000000110
usefulness 10010111101110010
vacant 10111111100000010
varies 1001011001100111100
vases 10010100011100
venus 1001101101101001001
vince 100001000000011
viola 01110010110000010
violin 10010011011101101001
vivian 0111011110
waist 011100011010011
waking 00010011101000
walnut 010001011010101
warn 1001010011100101010
wart 101111010
weights 100000100110
wells 101100100010001000001010
wholesome 10010100111011111
wilderness 101001110101
willie 101111101000001011101
willingness 1011011111010
winslow 0111001011000000
wired 010101111101
wonderfully 10010011001001111100
ye 10000110010101101100
youths 0101110101101101
zone 10010100111010111011
abandonment 1001000101010000
abolition 01010100010100
accomplishments 101101101101110
accumulated 10010100110011110110
accuse 10100100011110
acre 1001010010011110000110100010
adaptation 110101111
adds 10010100100100100
admirable 100001000110001
admiration 1010010001110
admire 1001001101110110101
adoption 100101001001111101100010
ads 1011111000100
advancement 10010101111100011
aggression 10000111010000
aia 10010110111010
airplanes 1001011100000001
akin 101110110
alas 00010010111110
albumin 10011011101111010
alleged 100110000110
allotments 100101001001100010111011111
allotted 10010100100110001011101110
amazement 01110101001011
